ProcessName,SubjectUserName,@timestamp,host,Hostname,EventID,SubjectLogonId,ProcessId,LogonType,TargetLogonId,WorkstationName,IpAddress,TargetUserName,PrivilegeList,CommandLine,ParentProcessName,NewProcessId,is_remote_logon,was_elevated
-,-,2020-05-02 03:01:51.550000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5c4ce6,-,10.0.1.4,SCRANTON$,,,,,True,False
-,-,2020-05-02 03:01:51.556000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5c69bf,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:01:51.556000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5c6ae2,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:01:51.556000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5c6b2d,-,10.0.0.4,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:01:51.556000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5c6ba2,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:01:51.558000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5c7013,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:01:51.871000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5c7089,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:01:56.029000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5c7e64,-,::1,NEWYORK$,,,,,True,True
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02 03:02:46.356000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2d0,5.0,0x3e7,-,-,SYSTEM,,,,,False,True
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02 03:02:47.437000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2d0,5.0,0x3e7,-,-,SYSTEM,,,,,False,True
-,-,2020-05-02 03:02:55.928000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5c9fc1,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:03:17.110000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5cb144,-,10.0.0.4,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:03:17.115000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5cb1ae,-,10.0.0.4,NEWYORK$,,,,,True,True
C:\Windows\System32\services.exe,NEWYORK$,2020-05-02 03:03:33.329000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x3e7,0x2b8,5.0,0x3e7,-,-,SYSTEM,,,,,False,True
-,-,2020-05-02 03:03:55.564000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5dcdfa,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:04:05.749000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5dd594,-,10.0.1.4,pbeesly,,,,,True,False
-,-,2020-05-02 02:56:48.721000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5918d0,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 02:56:49.740000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x591949,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 02:56:55.775000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x592099,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 02:57:56.393000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x593c07,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 02:58:56.326000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x595e7f,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:00:00.754000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x597b32,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:00:56.314000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5996b3,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:01:01.347000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x599e11,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02 03:05:30.717000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2d0,5.0,0x3e7,-,-,SYSTEM,,,,,False,True
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02 03:05:31.846000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2d0,5.0,0x3e7,-,-,SYSTEM,,,,,False,True
-,-,2020-05-02 03:05:34.240000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5df795,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:05:39.256000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e0820,-,10.0.1.4,SCRANTON$,,,,,True,False
-,-,2020-05-02 03:05:56.380000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e0a8f,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:06:10.962000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e1218,-,10.0.1.5,UTICA$,,,,,True,False
C:\Windows\System32\services.exe,NEWYORK$,2020-05-02 03:06:14.182000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x3e7,0x2b8,5.0,0x3e7,-,-,SYSTEM,,,,,False,True
-,-,2020-05-02 03:06:16.216000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e4071,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:06:16.217000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e4144,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:06:16.218000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e418f,-,10.0.0.4,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:08:56.558000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5ea094,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:09:06.645000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5ea74f,-,10.0.1.4,pbeesly,,,,,True,False
-,-,2020-05-02 03:09:06.645000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5ea768,-,10.0.1.4,pbeesly,,,,,True,False
-,-,2020-05-02 03:09:24.801000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x85aad2,-,-,pbeesly,,,,,True,True
-,-,2020-05-02 03:09:28.857000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x85c6af,-,-,pbeesly,,,,,True,True
-,-,2020-05-02 03:09:29.950000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x85d540,-,-,pbeesly,,,,,True,True
-,-,2020-05-02 03:09:31.085000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x85f5db,-,-,pbeesly,,,,,True,True
-,-,2020-05-02 03:09:31.095000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x85f67f,-,-,pbeesly,,,,,True,True
-,-,2020-05-02 03:09:56.185000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5ebcf7,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:10:24.472000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x861a79,-,10.0.1.4,pbeesly,,,,,True,True
-,-,2020-05-02 03:10:24.480000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x861ac7,-,10.0.1.4,pbeesly,,,,,True,True
-,-,2020-05-02 03:10:24.481000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x861ad9,-,10.0.1.4,pbeesly,,,,,True,True
-,-,2020-05-02 03:10:25.488000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x861aec,-,10.0.1.4,pbeesly,,,,,True,True
-,-,2020-05-02 03:10:40.711000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x864494,-,::1,NASHUA$,,,,,True,True
-,-,2020-05-02 03:10:40.711000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5ed6cd,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:10:40.713000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5ed6e8,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:10:40.715000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5ed6fc,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:10:40.715000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5ed729,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:10:56.902000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5edf2f,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:11:02.953000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5ee631,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:11:20.086000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x866b2c,-,10.0.1.4,pbeesly,,,,,True,True
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:11:41.263000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x23f4,2.0,0x867797,NASHUA,-,pbeesly,,,,,False,True
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:11:41.264000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x23f4,2.0,0x867825,NASHUA,-,pbeesly,,,,,False,False
-,-,2020-05-02 03:11:41.293000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5efc9c,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:11:41.294000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5efcb5,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:11:41.296000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5efcc9,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:11:49.339000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5efe9f,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:11:49.340000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5effc1,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:11:49.344000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f000c,-,10.0.0.4,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:11:49.353000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f0074,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:11:49.367000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f043b,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:11:49.369000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f04ac,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:11:56.429000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f0ac6,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:12:26.674000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x86a8df,-,10.0.1.4,pbeesly,,,,,True,True
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:12:47.928000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x1720,2.0,0x86b56b,NASHUA,-,pbeesly,,,,,False,True
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:12:47.930000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x1720,2.0,0x86b59a,NASHUA,-,pbeesly,,,,,False,False
-,-,2020-05-02 03:12:47.942000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f25ea,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:12:47.943000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f2603,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:12:47.943000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f2617,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:12:56.997000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f286a,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:13:30.158000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x86d84f,-,10.0.1.4,pbeesly,,,,,True,True
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:13:51.455000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x2074,2.0,0x86e324,NASHUA,-,pbeesly,,,,,False,True
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:13:51.457000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x2074,2.0,0x86e353,NASHUA,-,pbeesly,,,,,False,False
-,-,2020-05-02 03:13:51.463000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f42b5,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:13:51.465000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f42ce,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:13:51.466000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f42e2,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:13:56.509000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f470f,-,::1,NEWYORK$,,,,,True,True
C:\Windows\System32\services.exe,SCRANTON$,2020-05-02 03:14:19.039000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4624,0x3e7,0x2d0,5.0,0x3e7,-,-,SYSTEM,,,,,False,True
-,-,2020-05-02 03:06:48.538000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e58dc,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:06:48.545000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e5911,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:06:48.545000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e5a33,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:06:48.547000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e5a7e,-,10.0.0.4,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:06:48.556000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e5b06,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:06:50.557000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e619e,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:06:50.562000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e6210,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:06:56.587000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e65af,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:07:55.859000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5e818d,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:14:22.490000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f4f91,-,10.0.1.6,pbeesly,,,,,True,False
-,-,2020-05-02 03:14:44.395000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3.0,0x890aef,-,10.0.1.4,pbeesly,,,,,True,True
-,-,2020-05-02 03:14:56.461000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f6351,-,::1,NEWYORK$,,,,,True,True
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:15:05.608000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x658,2.0,0x89174e,NASHUA,-,pbeesly,,,,,False,True
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:15:05.610000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x658,2.0,0x89177d,NASHUA,-,pbeesly,,,,,False,False
-,-,2020-05-02 03:15:05.611000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f6a18,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:15:05.614000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f6a31,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:15:05.616000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f6a45,-,10.0.1.6,NASHUA$,,,,,True,False
-,-,2020-05-02 03:15:56.165000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x5f7fed,-,::1,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:16:43.172000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x61255f,-,-,NEWYORK$,,,,,True,True
-,-,2020-05-02 03:16:43.175000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3.0,0x612668,-,-,NEWYORK$,,,,,True,True
